title,placeUrl,category,address,LGA
Westminister Bus Stop,https://www.google.com/maps/place/Westminister+Bus+Stop/data=!4m7!3m6!1s0x103b89765d1e3b35:0x2dc8bdd41f0b897c!8m2!3d6.4416666!4d3.3251962!16s%2Fg%2F1hhvx5_7j!19sChIJNTseXXaJOxARfIkLH9S9yC0,Bus stop,"Apapa Oworonshoki Expy, Ajeromi-Ifelodun 102102, Lagos, Nigeria",Apapa
Cinema Bus Stop,https://www.google.com/maps/place/Cinema+Bus+Stop/data=!4m7!3m6!1s0x103b8961f621d229:0xf0c757fea079a779!8m2!3d6.4554621!4d3.3380279!16s%2Fg%2F12hrhk8w9!19sChIJKdIh9mGJOxARead5oP5Xx_A,Bus stop,"Mba St, Ajeromi-Ifelodun 102103, Lagos, Nigeria",Apapa
Peoples Bus Stop,https://www.google.com/maps/place/Peoples+Bus+Stop/data=!4m7!3m6!1s0x103b897050fd6ea5:0xc7a2f57b51d274a8!8m2!3d6.4480075!4d3.326776!16s%2Fg%2F1q5bmwy2z!19sChIJpW79UHCJOxARqHTSUXv1osc,Bus stop,"Ajeromi-Ifelodun 102103, Lagos, Nigeria",Apapa
Apasa Bus Stop,https://www.google.com/maps/place/Apasa+Bus+Stop/data=!4m7!3m6!1s0x103b895ea5d74a75:0x9c4253ef3f88189b!8m2!3d6.465322!4d3.3341883!16s%2Fg%2F12hrzj33y!19sChIJdUrXpV6JOxARmxiIP-9TQpw,Bus stop,"Onishapa St, Alaba 102103, Lagos, Nigeria",Apapa
Amukoko Bus Stop,https://www.google.com/maps/place/Amukoko+Bus+Stop/data=!4m7!3m6!1s0x103b8be424ea3a37:0x8a411c3c1a7da060!8m2!3d6.4666172!4d3.3455984!16s%2Fg%2F12hk51hbv!19sChIJNzrqJOSLOxARYKB9GjwcQYo,Bus stop,"Cementry Rd, Amukoko 102103, Lagos, Nigeria",Apapa
Mosafejo Bus Stop,https://www.google.com/maps/place/Mosafejo+Bus+Stop/data=!4m7!3m6!1s0x103b8be1ee0c1b1d:0x217e04f7874dc166!8m2!3d6.4654609!4d3.3398639!16s%2Fg%2F1q6715nlg!19sChIJHRsM7uGLOxARZsFNh_cEfiE,Bus stop,"Abikoye street, Alaba 102103, Ikeja, Lagos, Nigeria",Apapa
Flour Mill,https://www.google.com/maps/place/Flour+Mill/data=!4m7!3m6!1s0x103b8baef068ad7f:0x7b771e92acd4e4a0!8m2!3d6.4465194!4d3.3721587!16s%2Fg%2F11n38vz757!19sChIJf61o8K6LOxARoOTUrJIed3s,Bus stop,"Apapa Quays 102272, Ikeja, Lagos, Nigeria",Apapa
Alafia Bus Stop,https://www.google.com/maps/place/Alafia+Bus+Stop/data=!4m7!3m6!1s0x103b89641b388275:0x6526285211bab991!8m2!3d6.47336!4d3.3377966!16s%2Fg%2F12hs17pw6!19sChIJdYI4G2SJOxARkbm6EVIoJmU,Bus stop,"Mba St, Ajeromi-Ifelodun 102103, Lagos, Nigeria",Apapa
Lodge Bus Stop,https://www.google.com/maps/place/Lodge+Bus+Stop/data=!4m7!3m6!1s0x103b8963df95566b:0xa54bd538950ac07d!8m2!3d6.4553862!4d3.3351941!16s%2Fg%2F12hyz95vy!19sChIJa1aV32OJOxARfcAKlTjVS6U,Bus stop,"Mba St, Ajeromi-Ifelodun 102103, Lagos, Nigeria",Apapa
Idejo Bus Stop,https://www.google.com/maps/place/Idejo+Bus+Stop/data=!4m7!3m6!1s0x103b8ad0467d4bab:0xf683d981dec72b9d!8m2!3d6.4300678!4d3.4114074!16s%2Fg%2F11h07ykr2!19sChIJq0t9RtCKOxARnSvH3oHZg_Y,Bus stop,"Adeola Odeku St, Victoria Island 106104, Lagos, Nigeria",Apapa
